Army of Erebor
InfantryUnit,Dwarven Footmen,10,15,15
InfantryUnit,Dwarven Footmen,10,15,15
InfantryUnit,Dwarven Footmen,10,15,15
InfantryUnit,Dwarven Footmen,10,15,15
InfantryUnit,Dwarven Footmen,10,15,15
InfantryUnit,Dwarven Footmen,10,15,15
InfantryUnit,Dwarven Footmen,10,15,15
InfantryUnit,Dwarven Footmen,10,15,15
InfantryUnit,Dwarven Footmen,10,15,15
InfantryUnit,Dwarven Footmen,10,15,15
InfantryUnit,Dwarven Footmen,10,15,15
InfantryUnit,Dwarven Footmen,10,15,15
InfantryUnit,Dwarven Footmen,10,15,15
InfantryUnit,Dwarven Footmen,10,15,15
InfantryUnit,Dwarven Footmen,10,15,15
InfantryUnit,Dwarven Footmen,10,15,15
InfantryUnit,Dwarven Footmen,10,15,15
InfantryUnit,Dwarven Footmen,10,15,15
InfantryUnit,Dwarven Footmen,10,15,15
InfantryUnit,Dwarven Footmen,10,15,15
InfantryUnit,Dwarven Footmen,10,15,15
InfantryUnit,Dwarven Footmen,10,15,15
InfantryUnit,Dwarven Footmen,10,15,15
InfantryUnit,Dwarven Footmen,10,15,15
InfantryUnit,Dwarven Footmen,10,15,15
InfantryUnit,Dwarven Footmen,10,15,15
InfantryUnit,Dwarven Footmen,10,15,15
InfantryUnit,Dwarven Footmen,10,15,15
InfantryUnit,Dwarven Footmen,10,15,15
InfantryUnit,Dwarven Footmen,10,15,15
InfantryUnit,Dwarven Footmen,10,15,15
InfantryUnit,Dwarven Footmen,10,15,15
InfantryUnit,Dwarven Footmen,10,15,15
InfantryUnit,Dwarven Footmen,10,15,15
InfantryUnit,Dwarven Footmen,10,15,15
InfantryUnit,Dwarven Footmen,10,15,15
InfantryUnit,Dwarven Footmen,10,15,15
InfantryUnit,Dwarven Footmen,10,15,15
InfantryUnit,Dwarven Footmen,10,15,15
RangedUnit,Axe Thrower,10,16,10
RangedUnit,Axe Thrower,10,16,10
RangedUnit,Axe Thrower,10,16,10
RangedUnit,Axe Thrower,10,16,10
RangedUnit,Axe Thrower,10,16,10
RangedUnit,Axe Thrower,10,16,10
RangedUnit,Axe Thrower,10,16,10
RangedUnit,Axe Thrower,10,16,10
RangedUnit,Axe Thrower,10,16,10
RangedUnit,Axe Thrower,10,16,10
RangedUnit,Axe Thrower,10,16,10
RangedUnit,Axe Thrower,10,16,10
RangedUnit,Axe Thrower,10,16,10
RangedUnit,Axe Thrower,10,16,10
RangedUnit,Axe Thrower,10,16,10
RangedUnit,Axe Thrower,10,16,10
RangedUnit,Axe Thrower,10,16,10
RangedUnit,Axe Thrower,10,16,10
RangedUnit,Axe Thrower,10,16,10
RangedUnit,Axe Thrower,10,16,10
RangedUnit,Axe Thrower,10,16,10
RangedUnit,Axe Thrower,10,16,10
RangedUnit,Master Thrower,12,20,12
RangedUnit,Master Thrower,12,20,12
RangedUnit,Master Thrower,12,20,12
RangedUnit,Master Thrower,12,20,12
RangedUnit,Master Thrower,12,20,12
RangedUnit,Master Thrower,12,20,12
RangedUnit,Master Thrower,12,20,12
RangedUnit,Master Thrower,12,20,12
RangedUnit,Master Thrower,12,20,12
RangedUnit,Master Thrower,12,20,12
CavalryUnit,Goat Rider,15,20,20
CavalryUnit,Goat Rider,15,20,20
CavalryUnit,Goat Rider,15,20,20
CavalryUnit,Goat Rider,15,20,20
CavalryUnit,Goat Rider,15,20,20
CavalryUnit,Goat Rider,15,20,20
CavalryUnit,Goat Rider,15,20,20
CavalryUnit,Goat Rider,15,20,20
CavalryUnit,Goat Rider,15,20,20
CavalryUnit,Goat Rider,15,20,20
CavalryUnit,Goat Rider,15,20,20
CavalryUnit,Goat Rider,15,20,20
CavalryUnit,Goat Rider,15,20,20
CavalryUnit,Ram Rider,20,25,18
CavalryUnit,Ram Rider,20,25,18
CavalryUnit,Ram Rider,20,25,18
CavalryUnit,Ram Rider,20,25,18
CavalryUnit,Ram Rider,20,25,18
CavalryUnit,Ram Rider,20,25,18
CavalryUnit,Ram Rider,20,25,18
CavalryUnit,Ram Rider,20,25,18
CavalryUnit,Ram Rider,20,25,18
CavalryUnit,Ram Rider,20,25,18
CavalryUnit,Ram Rider,20,25,18
CavalryUnit,Ram Rider,20,25,18
CavalryUnit,Ram Rider,20,25,18
CavalryUnit,Ram Rider,20,25,18
CavalryUnit,Ram Rider,20,25,18
CommanderUnit,King,50,30,30
