Orc Army
InfantryUnit,Orc Soldier,15,15,15
InfantryUnit,Orc Soldier,15,15,15
InfantryUnit,Orc Soldier,15,15,15
InfantryUnit,Orc Soldier,15,15,15
InfantryUnit,Orc Soldier,15,15,15
InfantryUnit,Orc Soldier,15,15,15
InfantryUnit,Orc Soldier,15,15,15
InfantryUnit,Uruk Hai,15,15,15
InfantryUnit,Uruk Hai,15,15,15
InfantryUnit,Uruk Hai,15,15,15
InfantryUnit,Uruk Hai,15,15,15
InfantryUnit,Uruk Hai,15,15,15
InfantryUnit,Uruk Hai,15,15,15
InfantryUnit,Uruk Hai,15,15,15
InfantryUnit,Uruk Hai,15,15,15
RangedUnit,Crossbow Uruk-hai,15,20,10
RangedUnit,Crossbow Uruk-hai,15,20,10
RangedUnit,Crossbow Uruk-hai,15,20,10
RangedUnit,Crossbow Uruk-hai,15,20,10
RangedUnit,Crossbow Uruk-hai,15,20,10
RangedUnit,Crossbow Uruk-hai,15,20,10
RangedUnit,Crossbow Uruk-hai,15,20,10
RangedUnit,Crossbow Uruk-hai,15,20,10
RangedUnit,Crossbow Uruk-hai,15,20,10
RangedUnit,Crossbow Uruk-hai,15,20,10
RangedUnit,Crossbow Uruk-hai,15,20,10
RangedUnit,Crossbow Uruk-hai,15,20,10
RangedUnit,Crossbow Uruk-hai,15,20,10
RangedUnit,Crossbow Uruk-hai,15,20,10
RangedUnit,Crossbow Uruk-hai,15,20,10
RangedUnit,Crossbow Uruk-hai,15,20,10
CavalryUnit,Wolf Rider,25,20,15
CavalryUnit,Wolf Rider,25,20,15
CavalryUnit,Wolf Rider,25,20,15
CavalryUnit,Wolf Rider,25,20,15
CavalryUnit,Wolf Rider,25,20,15
CavalryUnit,Wolf Rider,25,20,15
CavalryUnit,Wolf Rider,25,20,15
CavalryUnit,Wolf Rider,25,20,15
CavalryUnit,Wolf Rider,25,20,15
CavalryUnit,Wolf Rider,25,20,15
CavalryUnit,Wolf Rider,25,20,15
CommanderUnit,Orc Commander,50,20,15
