Army of Gondor
InfantryUnit,Milita,10,15,15
InfantryUnit,Milita,10,15,15
InfantryUnit,Milita,10,15,15
InfantryUnit,Milita,10,15,15
InfantryUnit,Milita,10,15,15
InfantryUnit,Milita,10,15,15
InfantryUnit,Milita,10,15,15
InfantryUnit,Milita,10,15,15
InfantryUnit,Milita,10,15,15
InfantryUnit,Milita,10,15,15
InfantryUnit,Milita,10,15,15
InfantryUnit,Milita,10,15,15
InfantryUnit,Milita,10,15,15
InfantryUnit,Milita,10,15,15
InfantryUnit,Milita,10,15,15
InfantryUnit,Milita,10,15,15
InfantryUnit,Milita,10,15,15
InfantryUnit,Milita,10,15,15
InfantryUnit,Milita,10,15,15
InfantryUnit,Milita,10,15,15
InfantryUnit,Milita,10,15,15
InfantryUnit,Milita,10,15,15
InfantryUnit,Milita,10,15,15
InfantryUnit,Milita,10,15,15
InfantryUnit,Milita,10,15,15
InfantryUnit,Milita,10,15,15
InfantryUnit,Milita,10,15,15
InfantryUnit,Milita,10,15,15
InfantryUnit,Milita,10,15,15
InfantryUnit,Milita,10,15,15
InfantryUnit,Milita,10,15,15
InfantryUnit,Milita,10,15,15
InfantryUnit,Milita,10,15,15
InfantryUnit,Milita,10,15,15
InfantryUnit,Milita,10,15,15
InfantryUnit,Milita,10,15,15
InfantryUnit,Milita,10,15,15
InfantryUnit,Milita,10,15,15
InfantryUnit,Milita,10,15,15
RangedUnit,Spearman,10,16,10
RangedUnit,Spearman,10,16,10
RangedUnit,Spearman,10,16,10
RangedUnit,Spearman,10,16,10
RangedUnit,Spearman,10,16,10
RangedUnit,Spearman,10,16,10
RangedUnit,Spearman,10,16,10
RangedUnit,Spearman,10,16,10
RangedUnit,Spearman,10,16,10
RangedUnit,Spearman,10,16,10
RangedUnit,Spearman,10,16,10
RangedUnit,Spearman,10,16,10
RangedUnit,Spearman,10,16,10
RangedUnit,Spearman,10,16,10
RangedUnit,Spearman,10,16,10
RangedUnit,Spearman,10,16,10
RangedUnit,Spearman,10,16,10
RangedUnit,Spearman,10,16,10
RangedUnit,Spearman,10,16,10
RangedUnit,Spearman,10,16,10
RangedUnit,Spearman,10,16,10
RangedUnit,Spearman,10,16,10
RangedUnit,Archer,12,20,12
RangedUnit,Archer,12,20,12
RangedUnit,Archer,12,20,12
RangedUnit,Archer,12,20,12
RangedUnit,Archer,12,20,12
RangedUnit,Archer,12,20,12
RangedUnit,Archer,12,20,12
RangedUnit,Archer,12,20,12
RangedUnit,Archer,12,20,12
RangedUnit,Archer,12,20,12
InfantryUnit,Kingsguard,15,20,20
InfantryUnit,Kingsguard,15,20,20
InfantryUnit,Kingsguard,15,20,20
InfantryUnit,Kingsguard,15,20,20
InfantryUnit,Kingsguard,15,20,20
InfantryUnit,Kingsguard,15,20,20
InfantryUnit,Kingsguard,15,20,20
InfantryUnit,Kingsguard,15,20,20
InfantryUnit,Kingsguard,15,20,20
InfantryUnit,Kingsguard,15,20,20
InfantryUnit,Kingsguard,15,20,20
InfantryUnit,Kingsguard,15,20,20
InfantryUnit,Kingsguard,15,20,20
CavalryUnit,Knight,20,25,18
CavalryUnit,Knight,20,25,18
CavalryUnit,Knight,20,25,18
CavalryUnit,Knight,20,25,18
CavalryUnit,Knight,20,25,18
CavalryUnit,Knight,20,25,18
CavalryUnit,Knight,20,25,18
CavalryUnit,Knight,20,25,18
CavalryUnit,Knight,20,25,18
CavalryUnit,Knight,20,25,18
CavalryUnit,Knight,20,25,18
CavalryUnit,Knight,20,25,18
CavalryUnit,Knight,20,25,18
CavalryUnit,Knight,20,25,18
CavalryUnit,Knight,20,25,18
CommanderUnit,King,50,30,30
